 1625844389.728, 113.601
 1625844389.828, 117.201
 1625844389.928, 120.801
 1625844390.028, 124.401
 1625844390.128, 128.001
 1625844390.228, 131.601
 1625844390.328, 135.200
 1625844390.428, 138.801
 1625844390.528, 142.401
 1625844390.628, 146.001
 1625844390.728, 149.601
 1625844390.828, 153.201
 1625844390.928, 156.801
 1625844391.028, 160.401
 1625844391.128, 164.001
 1625844391.228, 167.601
 1625844391.328, 171.201
 1625844391.428, 174.801
 1625844391.528, 178.400
 1625844391.628, 182.001
 1625844391.728, 185.601
 1625844391.828, 189.201
 1625844391.928, 192.800
 1625844392.028, 196.401
 1625844392.128, 200.001
 1625844392.228, 203.600
 1625844392.328, 207.201
 1625844392.428, 210.801
 1625844392.528, 214.401
 1625844392.628, 218.000
 1625844392.728, 221.600
 1625844392.828, 225.200
 1625844392.928, 228.800
 1625844393.028, 232.401
 1625844393.128, 236.001
 1625844393.228, 239.601
 1625844393.328, 243.201
 1625844393.428, 246.801
 1625844393.528, 250.401
 1625844393.628, 254.001
 1625844393.728, 257.601
 1625844393.828, 261.200
 1625844393.928, 264.800
 1625844394.028, 268.401
 1625844394.128, 272.001
 1625844394.228, 275.601
 1625844394.328, 279.201
 1625844394.428, 282.800
 1625844394.528, 286.401
 1625844394.628, 290.001
 1625844394.728, 293.601
 1625844394.828, 297.201
 1625844394.928, 300.800
 1625844395.028, 304.400
 1625844395.128, 308.000
 1625844395.228, 311.601
 1625844395.328, 315.200
 1625844395.428, 318.801
 1625844395.528, 322.401
 1625844395.628, 326.001
 1625844395.728, 329.601
 1625844395.828, 333.201
 1625844395.928, 336.801
 1625844396.028, 340.401
 1625844396.128, 344.000
 1625844396.228, 347.601
 1625844396.328, 351.201
 1625844396.428, 354.800
 1625844396.528, 358.401
 1625844396.628, 2.001
 1625844396.728, 5.600
 1625844396.828, 9.201
 1625844396.928, 12.800
 1625844397.028, 16.400
 1625844397.128, 20.000
 1625844397.228, 23.601
 1625844397.328, 27.201
 1625844397.428, 30.800
 1625844397.528, 34.400
 1625844397.628, 38.000
 1625844397.728, 29.487
 1625844397.828, 33.087
 1625844397.928, 36.687
 1625844398.028, 40.287
 1625844398.128, 43.887
 1625844398.228, 47.487
 1625844398.328, 51.087
 1625844398.428, 54.687
 1625844398.528, 58.287
 1625844398.628, 61.887
 1625844398.728, 46.220
 1625844398.828, 49.820
 1625844398.928, 53.420
 1625844399.028, 57.020
 1625844399.128, 60.620
 1625844399.228, 64.220
 1625844399.328, 67.820
 1625844399.428, 71.420
 1625844399.528, 75.020
 1625844399.628, 78.620
 1625844399.728, 82.220
 1625844399.828, 85.820
 1625844399.928, 89.420
 1625844400.028, 93.020
 1625844400.128, 96.620
 1625844400.228, 100.220
 1625844400.328, 103.820
 1625844400.428, 107.420
 1625844400.528, 111.020
 1625844400.628, 114.620
 1625844400.728, 118.220
 1625844400.828, 121.820
 1625844400.928, 125.420
 1625844401.028, 129.020
 1625844401.128, 132.620
 1625844401.228, 136.220
 1625844401.328, 139.820
 1625844401.428, 143.420
 1625844401.528, 147.020
 1625844401.628, 150.620
 1625844401.728, 154.220
 1625844401.828, 157.820
 1625844401.928, 161.420
 1625844402.028, 165.020
 1625844402.128, 168.620
 1625844402.228, 172.220
 1625844402.328, 175.820
 1625844402.428, 179.420
 1625844402.528, 183.020
 1625844402.628, 186.620
 1625844402.728, 190.220
 1625844402.828, 193.820
 1625844402.928, 197.420
 1625844403.028, 201.020
 1625844403.128, 204.620
 1625844403.228, 208.220
 1625844403.328, 211.820
 1625844403.428, 215.420
 1625844403.528, 219.020
 1625844403.628, 222.620
 1625844403.728, 226.220
 1625844403.828, 229.820
 1625844403.928, 233.420
 1625844404.028, 237.020
 1625844404.128, 240.620
 1625844404.228, 244.220
 1625844404.328, 247.820
 1625844404.428, 251.420
 1625844404.528, 255.020
 1625844404.628, 258.620
 1625844404.728, 262.220
 1625844404.828, 265.820
 1625844404.928, 269.420
 1625844405.028, 273.020
 1625844405.128, 276.620
 1625844405.228, 280.220
 1625844405.328, 283.820
 1625844405.428, 287.420
 1625844405.528, 291.020
 1625844405.628, 294.620
 1625844405.728, 298.220
 1625844405.828, 301.820
 1625844405.928, 305.420
 1625844406.028, 309.020
 1625844406.128, 312.620
 1625844406.228, 316.220
 1625844406.328, 319.820
 1625844406.428, 323.420
 1625844406.528, 327.020
 1625844406.628, 330.620
 1625844406.728, 334.220
 1625844406.828, 337.820
 1625844406.928, 341.420
 1625844407.028, 345.020
 1625844407.128, 348.620
 1625844407.228, 352.220
 1625844407.328, 355.820
 1625844407.428, 359.420
 1625844407.528, 3.020
 1625844407.628, 6.620
 1625844407.728, 10.220
 1625844407.828, 13.820
 1625844407.928, 13.195
 1625844408.028, 16.795
 1625844408.128, 20.395
 1625844408.228, 17.337
 1625844408.328, 20.937
 1625844408.428, 24.537
 1625844408.528, 28.137
 1625844408.628, 31.737
 1625844408.728, 35.337
 1625844408.828, 38.938
 1625844408.928, 42.538
 1625844409.028, 46.138
 1625844409.128, 49.737
 1625844409.228, 53.338
 1625844409.328, 56.938
 1625844409.428, 60.537
 1625844409.528, 64.138
 1625844409.628, 67.737
 1625844409.728, 71.338
 1625844409.828, 74.937
 1625844409.928, 78.538
 1625844410.028, 82.137
 1625844410.128, 85.738
 1625844410.228, 89.338
 1625844410.328, 92.938
 1625844410.428, 96.537
 1625844410.528, 100.137
 1625844410.628, 103.738
 1625844410.728, 107.337
 1625844410.828, 110.937
 1625844410.928, 114.538
 1625844411.028, 118.137
 1625844411.128, 121.738
