 1626236714.720, 13.601, 10.000
 1626236714.820, 17.200, 10.000
 1626236714.920, 20.801, 10.000
 1626236715.020, 24.401, 10.000
 1626236715.120, 28.001, 10.000
 1626236715.220, 31.601, 10.000
 1626236715.320, 35.201, 10.000
 1626236715.420, 38.801, 10.000
 1626236715.520, 42.401, 10.000
 1626236715.620, 46.001, 10.000
 1626236715.720, 49.600, 10.000
 1626236715.820, 53.201, 10.000
 1626236715.920, 56.801, 10.000
 1626236716.020, 60.401, 10.000
 1626236716.120, 64.001, 10.000
 1626236716.220, 67.601, 10.000
 1626236716.320, 71.201, 10.000
 1626236716.420, 74.801, 10.000
 1626236716.520, 78.401, 10.000
 1626236716.620, 82.001, 10.000
 1626236716.720, 85.600, 10.000
 1626236716.820, 89.201, 10.000
 1626236716.920, 92.801, 10.000
 1626236717.020, 96.401, 10.000
 1626236717.120, 100.001, 10.000
 1626236717.220, 103.601, 10.000
 1626236717.320, 107.201, 10.000
 1626236717.420, 110.801, 10.000
 1626236717.520, 114.401, 10.000
 1626236717.620, 118.001, 10.000
 1626236717.720, 121.602, 10.000
 1626236717.820, 125.201, 10.000
 1626236717.920, 128.801, 10.000
 1626236718.020, 132.400, 10.000
 1626236718.120, 136.001, 10.000
 1626236718.220, 139.600, 10.000
 1626236718.320, 143.200, 10.000
 1626236718.420, 146.800, 10.000
 1626236718.520, 150.401, 10.000
 1626236718.620, 154.000, 10.000
 1626236718.720, 157.601, 10.000
 1626236718.820, 161.201, 10.000
 1626236718.920, 164.800, 10.000
 1626236719.020, 168.401, 10.000
 1626236719.120, 172.001, 10.000
 1626236719.220, 175.600, 10.000
 1626236719.320, 179.201, 10.000
 1626236719.420, 236.232, 63.432
 1626236719.520, 239.832, 63.432
 1626236719.620, 243.433, 63.432
 1626236719.720, 247.032, 63.432
 1626236719.820, 250.632, 63.432
 1626236719.920, 254.232, 63.432
 1626236720.020, 257.832, 63.432
 1626236720.120, 261.432, 63.432
 1626236720.220, 265.032, 63.432
 1626236720.320, 268.633, 63.432
 1626236720.420, 272.232, 63.432
 1626236720.520, 275.832, 63.432
 1626236720.620, 279.433, 63.432
 1626236720.720, 283.032, 63.432
 1626236720.820, 286.632, 63.432
 1626236720.920, 290.232, 63.432
 1626236721.020, 314.169, 83.768
 1626236721.120, 317.769, 83.768
 1626236721.220, 321.369, 83.768
 1626236721.320, 324.969, 83.768
 1626236721.420, 328.569, 83.768
 1626236721.520, 332.169, 83.768
 1626236721.620, 335.768, 83.768
 1626236721.720, 339.369, 83.768
 1626236721.820, 342.969, 83.768
 1626236721.920, 346.569, 83.768
 1626236722.020, 350.169, 83.768
 1626236722.120, 353.769, 83.768
 1626236722.220, 357.369, 83.768
 1626236722.320, 0.969, 83.768
 1626236722.420, 4.569, 83.768
 1626236722.520, 8.169, 83.768
 1626236722.620, 11.768, 83.768
 1626236722.720, 15.369, 83.768
 1626236722.820, 18.968, 83.768
 1626236722.920, 22.568, 83.768
 1626236723.020, 26.169, 83.768
 1626236723.120, 29.769, 83.768
 1626236723.220, 33.369, 83.768
 1626236723.320, 36.969, 83.768
 1626236723.420, 40.569, 83.768
 1626236723.520, 44.169, 83.768
 1626236723.620, 47.768, 83.768
 1626236723.720, 51.369, 83.768
 1626236723.820, 54.969, 83.768
 1626236723.920, 58.569, 83.768
 1626236724.020, 62.169, 83.768
 1626236724.120, 65.769, 83.768
 1626236724.220, 69.369, 83.768
 1626236724.320, 72.968, 83.768
 1626236724.420, 76.568, 83.768
 1626236724.520, 80.169, 83.768
 1626236724.620, 83.768, 83.768
 1626236724.720, 87.369, 83.768
 1626236724.820, 90.969, 83.768
 1626236724.920, 94.569, 83.768
 1626236725.020, 98.169, 83.768
 1626236725.120, 101.769, 83.768
 1626236725.220, 105.369, 83.768
 1626236725.320, 108.968, 83.768
 1626236725.420, 112.569, 83.768
 1626236725.520, 116.169, 83.768
 1626236725.620, 119.769, 83.768
 1626236725.720, 123.369, 83.768
 1626236725.820, 126.969, 83.768
 1626236725.920, 130.568, 83.768
 1626236726.020, 134.169, 83.768
 1626236726.120, 137.768, 83.768
 1626236726.220, 141.368, 83.768
 1626236726.320, 144.968, 83.768
 1626236726.420, 148.569, 83.768
 1626236726.520, 152.169, 83.768
 1626236726.620, 155.769, 83.768
 1626236726.720, 159.368, 83.768
 1626236726.820, 162.969, 83.768
 1626236726.920, 166.569, 83.768
 1626236727.020, 170.169, 83.768
 1626236727.120, 173.769, 83.768
 1626236727.220, 177.368, 83.768
 1626236727.320, 180.969, 83.768
 1626236727.420, 184.569, 83.768
 1626236727.520, 188.168, 83.768
 1626236727.620, 191.768, 83.768
 1626236727.720, 195.369, 83.768
 1626236727.820, 198.969, 83.768
 1626236727.920, 202.569, 83.768
 1626236728.020, 206.168, 83.768
 1626236728.120, 209.769, 83.768
 1626236728.220, 213.369, 83.768
 1626236728.320, 216.968, 83.768
 1626236728.420, 220.569, 83.768
 1626236728.520, 224.168, 83.768
 1626236728.620, 227.768, 83.768
 1626236728.720, 231.369, 83.768
 1626236728.820, 234.969, 83.768
 1626236728.920, 238.569, 83.768
 1626236729.020, 242.168, 83.768
 1626236729.120, 245.769, 83.768
 1626236729.220, 249.369, 83.768
 1626236729.320, 252.969, 83.768
 1626236729.420, 256.568, 83.768
 1626236729.520, 260.168, 83.768
 1626236729.620, 263.769, 83.768
 1626236729.720, 267.369, 83.768
 1626236729.820, 270.969, 83.768
 1626236729.920, 274.569, 83.768
 1626236730.020, 278.169, 83.768
 1626236730.120, 281.768, 83.768
 1626236730.220, 285.369, 83.768
 1626236730.320, 288.969, 83.768
 1626236730.420, 292.568, 83.768
 1626236730.520, 296.168, 83.768
 1626236730.620, 318.023, 102.023
 1626236730.720, 321.623, 102.023
 1626236730.820, 325.223, 102.023
