 1626150658.623, 113.601, 110.000
 1626150658.723, 117.201, 110.000
 1626150658.822, 120.801, 110.000
 1626150658.922, 124.401, 110.000
 1626150659.022, 128.000, 110.000
 1626150659.122, 131.601, 110.000
 1626150659.222, 135.201, 110.000
 1626150659.322, 138.801, 110.000
 1626150659.422, 142.401, 110.000
 1626150659.522, 146.001, 110.000
 1626150659.622, 149.601, 110.000
 1626150659.722, 153.201, 110.000
 1626150659.822, 156.801, 110.000
 1626150659.922, 160.400, 110.000
 1626150660.022, 164.001, 110.000
 1626150660.122, 167.601, 110.000
 1626150660.223, 171.201, 110.000
 1626150660.322, 174.801, 110.000
 1626150660.422, 178.401, 110.000
 1626150660.522, 182.000, 110.000
 1626150660.622, 185.600, 110.000
 1626150660.722, 189.201, 110.000
 1626150660.822, 192.801, 110.000
 1626150660.922, 196.400, 110.000
 1626150661.022, 200.001, 110.000
 1626150661.122, 203.601, 110.000
 1626150661.223, 207.201, 110.000
 1626150661.322, 210.800, 110.000
 1626150661.422, 214.401, 110.000
 1626150661.522, 218.001, 110.000
 1626150661.622, 221.601, 110.000
 1626150661.722, 225.201, 110.000
 1626150661.822, 228.801, 110.000
 1626150661.923, 232.401, 110.000
 1626150662.022, 236.001, 110.000
 1626150662.122, 275.998, 146.398
 1626150662.222, 279.599, 146.398
 1626150662.322, 283.199, 146.398
 1626150662.422, 286.799, 146.398
 1626150662.522, 311.489, 167.488
 1626150662.622, 315.088, 167.488
 1626150662.722, 318.689, 167.488
 1626150662.822, 322.289, 167.488
 1626150662.922, 325.889, 167.488
 1626150663.022, 329.489, 167.488
 1626150663.122, 333.089, 167.488
 1626150663.222, 336.689, 167.488
 1626150663.322, 340.289, 167.488
 1626150663.422, 343.889, 167.488
 1626150663.522, 347.489, 167.488
 1626150663.622, 351.089, 167.488
 1626150663.722, 354.689, 167.488
 1626150663.822, 358.289, 167.488
 1626150663.922, 1.889, 167.488
 1626150664.023, 5.489, 167.488
 1626150664.123, 9.089, 167.488
 1626150664.222, 12.689, 167.488
 1626150664.322, 16.289, 167.488
 1626150664.422, 19.889, 167.488
 1626150664.522, 23.489, 167.488
 1626150664.623, 27.089, 167.488
 1626150664.722, 30.688, 167.488
 1626150664.822, 34.289, 167.488
 1626150664.922, 37.888, 167.488
 1626150665.022, 41.489, 167.488
