 1626036965.225, 108.008
 1626036965.325, 126.005
 1626036965.425, 144.005
 1626036965.525, 162.004
 1626036965.625, 180.005
 1626036965.725, 19.028
 1626036965.825, 37.030
 1626036965.925, 55.028
 1626036966.025, 73.029
 1626036966.125, 91.030
 1626036966.225, 109.030
 1626036966.325, 127.029
 1626036966.425, 145.027
 1626036966.525, 163.030
 1626036966.625, 181.030
 1626036966.725, 199.027
 1626036966.825, 217.028
 1626036966.925, 235.029
 1626036967.025, 253.030
 1626036967.125, 271.028
 1626036967.225, 289.028
 1626036967.325, 307.029
 1626036967.425, 325.029
 1626036967.525, 343.030
 1626036967.625, 1.030
 1626036967.725, 19.030
 1626036967.825, 37.028
 1626036967.925, 55.028
 1626036968.025, 73.028
 1626036968.125, 91.029
 1626036968.225, 109.029
 1626036968.325, 127.027
 1626036968.425, 145.028
 1626036968.525, 163.028
 1626036968.625, 181.029
 1626036968.725, 199.028
 1626036968.825, 217.029
 1626036968.925, 235.030
 1626036969.025, 253.028
 1626036969.125, 271.028
 1626036969.225, 289.027
 1626036969.325, 307.029
 1626036969.425, 325.027
 1626036969.525, 343.029
 1626036969.625, 25.549
 1626036969.725, 43.551
 1626036969.825, 61.550
 1626036969.925, 79.551
 1626036970.025, 97.549
 1626036970.125, 115.549
 1626036970.225, 133.550
 1626036970.325, 151.551
 1626036970.425, 169.551
 1626036970.525, 187.548
 1626036970.625, 205.550
 1626036970.725, 223.549
 1626036970.825, 241.549
 1626036970.925, 259.551
 1626036971.025, 277.548
 1626036971.125, 295.551
 1626036971.225, 313.550
 1626036971.325, 331.551
 1626036971.425, 349.548
 1626036971.525, 20.148
 1626036971.625, 30.249
 1626036971.725, 48.251
 1626036971.825, 66.250
 1626036971.925, 84.247
 1626036972.025, 102.248
 1626036972.125, 120.249
 1626036972.225, 138.249
 1626036972.325, 156.248
 1626036972.425, 174.250
 1626036972.525, 192.248
 1626036972.625, 210.250
 1626036972.725, 228.250
 1626036972.825, 246.248
 1626036972.925, 264.250
 1626036973.025, 282.249
 1626036973.125, 300.250
 1626036973.225, 318.251
 1626036973.325, 336.249
 1626036973.425, 14.496
 1626036973.525, 32.494
 1626036973.625, 50.496
 1626036973.725, 68.496
 1626036973.825, 86.495
 1626036973.925, 104.495
 1626036974.025, 122.495
 1626036974.125, 140.494
 1626036974.225, 158.495
 1626036974.325, 176.495
 1626036974.425, 194.495
 1626036974.525, 212.495
 1626036974.625, 230.494
 1626036974.725, 248.494
 1626036974.825, 266.496
 1626036974.925, 284.494
 1626036975.025, 302.496
 1626036975.125, 320.495
 1626036975.225, 338.494
 1626036975.325, 356.494
 1626036975.425, 26.644
 1626036975.525, 44.644
 1626036975.625, 62.643
 1626036975.725, 80.643
 1626036975.825, 98.644
 1626036975.925, 116.643
 1626036976.025, 134.643
 1626036976.125, 152.643
 1626036976.225, 170.642
 1626036976.325, 188.643
 1626036976.425, 206.644
 1626036976.525, 224.642
 1626036976.625, 242.643
 1626036976.725, 260.645
 1626036976.825, 278.642
 1626036976.925, 296.644
 1626036977.025, 314.645
 1626036977.125, 332.644
 1626036977.225, 350.644
 1626036977.325, 21.469
 1626036977.425, 39.470
 1626036977.525, 57.470
 1626036977.625, 75.468
 1626036977.725, 93.470
 1626036977.825, 111.469
 1626036977.925, 129.469
 1626036978.025, 147.469
 1626036978.125, 165.470
 1626036978.225, 183.469
 1626036978.325, 201.469
 1626036978.425, 219.470
 1626036978.525, 237.470
 1626036978.625, 255.467
 1626036978.725, 273.470
 1626036978.825, 291.467
 1626036978.925, 309.467
 1626036979.025, 327.468
 1626036979.125, 345.468
 1626036979.225, 14.716
 1626036979.325, 32.717
 1626036979.425, 50.718
 1626036979.525, 68.718
 1626036979.625, 86.716
 1626036979.725, 104.719
 1626036979.825, 122.719
 1626036979.925, 140.718
 1626036980.025, 158.718
 1626036980.125, 176.716
 1626036980.225, 194.719
 1626036980.325, 212.719
 1626036980.425, 230.718
 1626036980.525, 248.717
 1626036980.625, 266.718
 1626036980.725, 284.717
 1626036980.825, 302.716
 1626036980.925, 320.717
 1626036981.025, 338.716
 1626036981.125, 356.718
 1626036981.225, 27.989
 1626036981.325, 45.986
 1626036981.425, 63.987
 1626036981.525, 81.987
 1626036981.625, 99.988
 1626036981.725, 117.986
 1626036981.825, 135.986
 1626036981.925, 153.986
 1626036982.025, 171.986
 1626036982.125, 189.986
 1626036982.225, 207.986
 1626036982.325, 225.987
 1626036982.425, 243.987
 1626036982.525, 261.988
 1626036982.625, 279.987
 1626036982.725, 297.986
 1626036982.825, 315.985
 1626036982.925, 333.986
 1626036983.025, 351.987
 1626036983.125, 21.011
 1626036983.225, 39.012
 1626036983.325, 57.010
 1626036983.425, 75.010
 1626036983.525, 93.011
 1626036983.625, 111.010
 1626036983.725, 129.011
 1626036983.825, 147.013
 1626036983.925, 165.011
 1626036984.025, 183.013
 1626036984.125, 201.011
 1626036984.225, 219.010
 1626036984.325, 237.009
 1626036984.425, 255.011
 1626036984.525, 273.012
 1626036984.625, 291.012
 1626036984.725, 309.010
 1626036984.825, 327.010
 1626036984.925, 345.013
 1626036985.025, 14.708
 1626036985.125, 32.708
 1626036985.225, 50.707
 1626036985.325, 68.708
 1626036985.425, 86.710
 1626036985.525, 104.708
 1626036985.625, 122.707
 1626036985.725, 140.709
 1626036985.825, 158.706
 1626036985.925, 176.707
 1626036986.025, 194.707
 1626036986.125, 212.709
 1626036986.225, 230.707
 1626036986.325, 248.709
 1626036986.425, 266.706
 1626036986.525, 284.708
 1626036986.625, 302.709
 1626036986.725, 320.707
 1626036986.825, 338.708
 1626036986.925, 356.709
 1626036987.025, 26.609
 1626036987.125, 44.609
 1626036987.225, 62.611
 1626036987.325, 80.612
 1626036987.425, 98.612
 1626036987.525, 116.610
 1626036987.625, 134.609
 1626036987.725, 152.610
 1626036987.825, 170.611
 1626036987.925, 188.609
 1626036988.025, 206.610
 1626036988.125, 224.609
 1626036988.225, 242.611
 1626036988.325, 260.610
 1626036988.425, 278.609
 1626036988.525, 296.611
 1626036988.625, 314.610
 1626036988.725, 332.612
 1626036988.825, 350.610
 1626036988.925, 20.508
 1626036989.025, 38.507
 1626036989.125, 56.509
 1626036989.225, 74.508
 1626036989.325, 92.509
 1626036989.425, 110.508
 1626036989.525, 128.509
 1626036989.625, 146.509
 1626036989.725, 164.510
 1626036989.825, 182.509
 1626036989.925, 200.508
 1626036990.025, 218.509
 1626036990.125, 236.509
 1626036990.225, 254.508
 1626036990.325, 272.509
 1626036990.425, 290.508
 1626036990.525, 308.507
 1626036990.625, 326.509
 1626036990.725, 344.508
 1626036990.825, 14.858
 1626036990.925, 32.858
 1626036991.025, 50.860
 1626036991.125, 68.858
 1626036991.225, 86.860
 1626036991.325, 104.857
 1626036991.425, 122.858
 1626036991.525, 140.858
 1626036991.625, 158.859
 1626036991.725, 176.860
 1626036991.825, 194.860
 1626036991.925, 212.857
 1626036992.025, 230.860
 1626036992.125, 248.857
 1626036992.225, 266.859
 1626036992.325, 284.857
 1626036992.425, 302.860
 1626036992.525, 320.857
 1626036992.625, 338.860
 1626036992.725, 356.858
 1626036992.825, 28.582
 1626036992.925, 46.581
 1626036993.025, 64.581
 1626036993.125, 82.581
 1626036993.225, 100.583
 1626036993.325, 118.580
