1594818229.000, 479.305, 270.000
1594818230.000, 119.320, 270.000
1594818231.000, 119.325, 270.000
1594818232.000, 119.330, 270.000
1594818233.000, 119.334, 270.000
1594818234.000, 119.338, 270.000
1594818235.000, 120.001, 270.000
1594818236.000, 85.664, 205.664
1594818237.000, 115.664, 205.664
1594818238.000, 145.664, 205.664
1594818239.000, 175.664, 205.664
1594818240.000, 205.664, 205.664
1594818241.000, 235.664, 205.664
1594818242.000, 265.664, 205.664
1594818243.000, 295.664, 205.664
1594818244.000, 325.664, 205.664
1594818245.000, 355.664, 205.664
1594818246.000, 25.664, 205.664
1594818247.000, 34.280, 184.279
1594818248.000, 64.280, 184.279
1594818249.000, 94.280, 184.279
1594818250.000, 124.280, 184.279
1594818251.000, 154.280, 184.279
1594818252.000, 184.279, 184.279
1594818253.000, 214.280, 184.279
1594818254.000, 244.280, 184.279
1594818255.000, 274.280, 184.279
1594818256.000, 304.280, 184.279
1594818257.000, 334.279, 184.279
1594818258.000, 2.491, 182.490
1594818259.000, 32.490, 182.490
1594818260.000, 62.491, 182.490
1594818261.000, 92.490, 182.490
1594818262.000, 122.490, 182.490
1594818263.000, 152.491, 182.490
1594818264.000, 182.490, 182.490
1594818265.000, 212.491, 182.490
1594818266.000, 242.491, 182.490
1594818267.000, 272.491, 182.490
1594818268.000, 302.491, 182.490
1594818269.000, 332.490, 182.490
1594818270.000, 1.841, 181.841
1594818271.000, 31.841, 181.841
1594818272.000, 61.841, 181.841
1594818273.000, 91.841, 181.841
1594818274.000, 121.841, 181.841
1594818275.000, 151.841, 181.841
1594818276.000, 181.841, 181.841
1594818277.000, 211.841, 181.841
1594818278.000, 241.841, 181.841
1594818279.000, 271.841, 181.841
1594818280.000, 301.841, 181.841
1594818281.000, 331.841, 181.841
1594818282.000, 1.535, 181.535
1594818283.000, 31.536, 181.535
1594818284.000, 61.536, 181.535
1594818285.000, 91.536, 181.535
1594818286.000, 121.536, 181.535
1594818287.000, 151.536, 181.535
1594818288.000, 181.536, 181.535
1594818289.000, 211.536, 181.535
1594818290.000, 241.535, 181.535
1594818291.000, 271.536, 181.535
1594818292.000, 301.535, 181.535
1594818293.000, 331.536, 181.535
1594818294.000, 1.328, 181.327
1594818295.000, 31.328, 181.327
1594818296.000, 61.328, 181.327
1594818297.000, 91.327, 181.327
1594818298.000, 121.328, 181.327
1594818299.000, 151.328, 181.327
1594818300.000, 181.328, 181.327
1594818301.000, 211.328, 181.327
1594818302.000, 241.328, 181.327
1594818303.000, 271.327, 181.327
1594818304.000, 301.328, 181.327
1594818305.000, 331.328, 181.327
1594818306.000, 1.112, 181.112
1594818307.000, 31.112, 181.112
1594818308.000, 61.112, 181.112
1594818309.000, 91.112, 181.112
1594818310.000, 121.112, 181.112
1594818311.000, 151.112, 181.112
1594818312.000, 181.112, 181.112
1594818313.000, 211.112, 181.112
1594818314.000, 241.112, 181.112
1594818315.000, 271.112, 181.112
1594818316.000, 301.112, 181.112
1594818317.000, 331.112, 181.112
1594818318.000, 0.949, 180.948
1594818319.000, 30.949, 180.948
1594818320.000, 60.949, 180.948
1594818321.000, 90.948, 180.948
1594818322.000, 120.948, 180.948
1594818323.000, 150.948, 180.948
1594818324.000, 180.949, 180.948
1594818325.000, 210.949, 180.948
1594818326.000, 240.949, 180.948
1594818327.000, 270.949, 180.948
1594818328.000, 300.949, 180.948
1594818329.000, 330.948, 180.948
1594818330.000, 0.793, 180.793
1594818331.000, 30.793, 180.793
1594818332.000, 60.793, 180.793
1594818333.000, 90.793, 180.793
1594818334.000, 120.793, 180.793
1594818335.000, 150.793, 180.793
1594818336.000, 180.793, 180.793
1594818337.000, 210.793, 180.793
1594818338.000, 240.793, 180.793
1594818339.000, 270.793, 180.793
1594818340.000, 300.793, 180.793
1594818341.000, 330.793, 180.793
1594818342.000, 0.641, 180.641
1594818343.000, 30.641, 180.641
1594818344.000, 60.641, 180.641
1594818345.000, 90.641, 180.641
1594818346.000, 120.641, 180.641
1594818347.000, 150.641, 180.641
1594818348.000, 180.641, 180.641
1594818349.000, 210.641, 180.641
1594818350.000, 240.642, 180.641
1594818351.000, 270.642, 180.641
1594818352.000, 300.641, 180.641
1594818353.000, 330.641, 180.641
1594818354.000, 0.435, 180.435
1594818355.000, 30.435, 180.435
1594818356.000, 60.435, 180.435
1594818357.000, 90.435, 180.435
1594818358.000, 120.435, 180.435
1594818359.000, 150.435, 180.435
